Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,CA,2016,11,Male,17.0,Right-Handed,170,29,170,2.0,Car,12,.382,44.0,Martial Arts,1000.0,1000.0,1000.0,800.0,300.0,700.0,29,Right foot,70,75,Ring finger,November,Winter,Yes,No,Seafood,Water,Computers and technology,8,10,9.0,No internet connection,Text messaging,75,75,13,1,1,2,3,0,.5,1,1,1,0,1,A lot,Some college,Rap/Hip hop,Freeze time,Healthy,Musician or singer,Health
USA,CA,2018,11,Male,16.0,Right-Handed,185,27,180,1.0,Car,8,0.664,48.0,Baseball/Softball,600.0,400.0,700.0,700.0,700.0,900.0,27,Same length,69,69,Same length,November,Spring,Yes,No,Meat,Water,Mathematics and statistics,7,7,4.0,Yes - broadband connection,Text messaging,20,300,15,1,14,8,10,10,7,5,15,10,0,4,Some,Other,Country,Telepathy,Happy,Religious figure,Education/Youth development
USA,CT,2018,6,Male,11.0,Left-Handed,154.9,24.76,152.4,1.0,Bus,45,0.199,26.0,Basketball,90.0,70.0,50.0,50.0,23.0,90.0,24.76,Same length,69.85,63.5,Index finger,November,Summer,No,No,Pizza/Pasta,Water,Physical education,8,9 ,7.0,Yes - broadband connection,Cell phone,0,0,42,1,5,4,40,2,1,0,12,10,0,3,Some,Graduate degree,Rap/Hip hop,Freeze time,Famous,Sports person,Health
USA,CA,2025,12,Male,17.0,Right-Handed,175,27,182,1.0,Car,15,0.372,37.0,Other,668.0,668.0,733.0,604.0,1000.0,1000.0,27,Same length,75,78,Ring finger,October,Winter,Yes,No,Meat,Water,Science,6.5,6.5,4.0,Yes - broadband connection,Internet chat or instant messaging,50,50,8,14,7,2,0,4,16,4,45,1,12,3,Very little,Graduate degree,Rock and roll,Fly,Rich,Sports person,Health
USA,CA,2017,12,Female,17.0,Right-Handed,65,33,151,3.0,Car,20,1.004,49.0,Other,900.0,800.0,700.0,700.0,100.0,100.0,32,Right foot,70,75,Index finger,June,Summer,No,No,Seafood,Soft drink (caffeinated),English,5,10,2.0,Yes - other,Cell phone,250,350,40,5,3,10,2,0,5,6,5,10,20,2,Very little,Graduate degree,Rap/Hip hop,Fly,Happy,Friend,Health
USA,CA,2020,12,Female,17.0,Right-Handed,165.1,22,160,2.0,Car,5,.324,40.0,Other,1000.0,834.0,834.0,647.0,604.0,882.0,21,Right foot,88.9,69,Index finger,November,Fall,No,No,Poultry,Water,English,7,8,4.0,Yes - broadband connection,Text messaging,40,55,2,2,10,7,2,0,8,3,40,2,0,2,Some,Graduate degree,Other,Invisibility,Healthy,Community leader or elder,Environment
USA,CA,2024,11,Female,17.0,Right-Handed,152,22,149,1.0,Bus,30,0.47,47.0,Tennis,900.0,900.0,600.0,700.0,800.0,500.0,21,Right foot,13,14,Same length,June,Fall,No,No,Pizza/Pasta,Coffee,Art,7,10,4.0,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",30,40,22,13,14,6,5,2,15,21,20,20,0,3.5,A lot,Graduate degree,Pop,Fly,Healthy,Religious figure,International aid
USA,CA,2022,4,Male,17.0,Right-Handed,175.3,26.5,179,2.0,Skateboard/Scooter/Rollerblade,10,0.316,41.0,Skateboarding/Rollerblading,1000.0,500.0,500.0,250.0,500.0,1000.0,26.5,Same length,9,11,Ring finger,February,Winter,No,No,No favorite,Water,Music,6,11,2.0,Yes - other,In person,75,85,16,13,3,7,12,0,8,3,5,0,0,1,A lot,Graduate degree,Rock and roll,Freeze time,Happy,Musician or singer,Health
USA,CA,2024,12,Male,17.0,Left-Handed,179,21,163,1.0,Car,17,.324,46.0,Bowling,893.0,572.0,749.0,690.0,160.0,460.0,21,Same length,82,93,Ring finger,January,Winter,No,No,Rice/Noodle dishes,Water,Science,6,4,4.0,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",20,17,4,9,6,2,5,12,14,6,20,2,0,2,Some,Graduate degree,Rhythm and blues (R&B),Fly,Happy,Musician or singer,International aid
USA,CA,2024,12,Female,17.0,Right-Handed,162,24,162,2.0,Car,30,0.491,46.0,Swimming,10.0,10.0,10.0,10.0,800.0,800.0,24,Same length,6.8,7.1,Ring finger,August,Winter,No,No,Rice/Noodle dishes,Water,Languages,7,10,4.0,Yes - other,Internet chat or instant messaging,200,134,2,0,9,10,0,2,4,4,4,1,0,1,Some,Undergraduate degree,Pop,Invisibility,Rich,Relative,Health
USA,CA,2021,12,Female,16.0,Right-Handed,170,,,5.0,Car,7,0.368,66.0,Soccer,1000.0,1000.0,567.0,374.0,0.0,668.0,22.5,Left foot,6,7.5,Ring finger,January,Summer,No,No,Fruit,Water,Other,9,12,5.0,Yes - other,Text messaging,5,4,0,2,4,8,2,0,8,3,1,1,8,3,A lot,Graduate degree,Reggae,Telepathy,Rich,Actor,International aid
USA,CA,2022,12,Female,17.0,Right-Handed,160.2,23,147,,,,,12.0,Running/Jogging,1000.0,1000.0,500.0,1000.0,1000.0,1000.0,24,Left foot,6.8,7,Ring finger,December,Winter,No,No,Vegetables,Water,English,,6,3.0,Yes - other,Text messaging,30,23,5,0,2,2,5,5,7,3,24,1,8,2,A lot,High school,Rhythm and blues (R&B),Fly,Rich,Musician or singer,Health
USA,CA,2023,9,Male,15.0,Right-Handed,156,22,153,2.0,Car,5,0.323,64.0,Rowing,1000.0,722.0,797.0,909.0,545.0,545.0,22,Same length,76.2,76.2,Same length,January,Fall,No,No,Seafood,Water,Music,6,12-16,5.0,Yes - other,Text messaging,7,5,1,0,12,7,6,0,3,2,12,0,0,0,Some,Graduate degree,Classical,Telepathy,Happy,Teacher,Environment
USA,CT,2013,12,Male,17.0,Right-Handed,160,23.5,9,2.0,Walk,30,15,10.0,Martial Arts,30.0,60.0,100.0,90.0,80.0,80.0,24,Same length,13,16,Same length,July,Fall,No,No,Fruit,Water,Art,10,11,5.0,Yes - dial-up connection,Other,35,50,60,20,80,80,30,10,20,10,50,60,40,70,Some,Other,Other,Fly,Happy,Actor,Other
USA,CA,2020,12,Male,17.0,Right-Handed,170,50,168,2.0,Car,10,0.328,72.0,Bowling,877.0,663.0,540.0,647.0,0.0,695.0,55,Right foot,17,20,Ring finger,July,Winter,No,No,Rice/Noodle dishes,Water,Languages,6,5,4.0,Yes - broadband connection,Text messaging,30,40,10,6,4,20,12,3,7,2,3,5,40,1,A lot,Graduate degree,Heavy metal,Invisibility,Rich,Relative,Health
USA,CA,2024,12,Female,16.0,Left-Handed,170.2,23.8,162.5,1.0,Car,4,0.348,45.0,Soccer,700.0,500.0,400.0,300.0,800.0,900.0,23.8,Same length,73.33,69.85,Ring finger,September,Fall,Yes,No,Fruit,Water,,7,5,2.0,Yes - dial-up connection,"Myspace, Facebook, other social networking sites, or blog",50,50,15,60,20,3,20,7,26,50,100,1,12,3,A lot,Graduate degree,Rap/Hip hop,Invisibility,Rich,Relative,Health
USA,CA,2014,7,Female,12.0,Right-Handed,145,22,144,1.0,Car,35,0.358,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CO,2024,12,Female,18.0,Right-Handed,167,23,166,1.0,Car,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2020,9,Male,14.0,Right-Handed,177,11,60,1.0,Walk,15 ,0.443,62.0,Basketball,500.0,500.0,500.0,500.0,500.0,500.0,11,Same length,70,70,Same length,November,Summer,No,No,Pizza/Pasta,Water,Other,5-6,5-6,7.0,Yes - other,In person,7,7,35,3,0,10,200,0,0,0,0,0,0,0,A lot,High school,Rap/Hip hop,Invisibility,Rich,Sports person,Health
USA,CA,2016,9,Male,15.0,Right-Handed,177,27,182,2.0,Car,13,.325,42.0,Baseball/Softball,476.0,310.0,358.0,262.0,96.0,283.0,27,Same length,101,11,Ring finger,January,Winter,No,No,Pizza/Pasta,Water,Mathematics and statistics,9,9,5.0,Yes - other,Text messaging,50,50,1,2,2,1,2,1,2,3,0,1,0,1,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Coach or club leader,Health
USA,CA,2016,12,Female,15.0,Right-Handed,173,25,172,2.0,Walk,5,.369,34.0,Other,829.0,952.0,807.0,599.0,759.0,209.0,24,Right foot,80,72,Ring finger,November,Winter,No,Yes,Pizza/Pasta,Water,History,8,11,4.0,No internet connection,"Myspace, Facebook, other social networking sites, or blog",4,5,.5,.25,1,0,2,3,1,0.25,4,0,0.25,0,Some,Undergraduate degree,Other,Fly,Happy,Relative,Other
USA,CA,2015,7,Female,13.0,Left-Handed,171,26,162.5,2.0,Walk,10,,0.432,Baseball/Softball,995.0,626.0,578.0,225.0,251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CT,2018,12,Female,17.0,Left-Handed,167,,63,2.0,Bus,8,0.374,52.0,Other,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,,,,,,August,Fall,Yes,No,Pizza/Pasta,Water,Science,6,10,4.0,Yes - other,Text messaging,10,20,3 ,,1,2,,,7,7,,5,,,Very little,Some college,Rap/Hip hop,,Healthy,Friend,Environment
USA,CT,2020,12,Male,17.0,Right-Handed,168,25,163,1.0,Car,150,.297,59.0,Walking/Hiking,756.0,602.0,505.0,397.0,946.0,932.0,25,Same length,70,64,Index finger,January,Spring,Yes,No,Meat,Water,Mathematics and statistics,8.5,9,4.0,Yes - broadband connection,Text messaging,45,50,5,.5,6,0,7,0,8,.5,63,0,0,.5,Very little,Graduate degree,Rock and roll,Freeze time,Happy,Teacher,Religious
USA,CA,2021,8,Female,13.0,Left-Handed,137,24,164,1.0,Car,3,0.365,30.0,Basketball,900.0,800.0,500.0,800.0,153.0,700.0,24,Same length,70,75,Ring finger,July,Summer,Yes,No,Seafood,Water,Physical education,9.5,9,4.0,Yes - broadband connection,Text messaging,10,10,4,15,1,10,5,5,0,1,2,25,0,5,,Graduate degree,Country,Fly,Happy,Relative,"Wildlife, animals"
USA,CA,2021,12,Female,18.0,Right-Handed,170.4,23.5,164.3,1.0,Bus,15,.407,42.0,Walking/Hiking,900.0,900.0,900.0,900.0,500.0,500.0,23,Right foot,92,96,Ring finger,November,Spring,Yes,Yes,Pizza/Pasta,Water,Art,9,9,6.0,Yes - other,Text messaging,100,228,15,1,2,5,5,0,5,5,10,10,0,3,Some,Graduate degree,Rhythm and blues (R&B),Fly,Happy,Relative,Environment
USA,CA,2015,5,Male,10.0,Right-Handed,79,240,152,2.0,Car,5,0.323,60.0,Football (American),813.0,807.0,1000.0,636.0,348.0,289.0,240,Same length,60,80,Ring finger,August,Fall,No,No,Salads,Water,Mathematics and statistics,8,10,5.0,Yes - other,Text messaging,6,4,1,1,1,7,2,2,2,0,2,1,0,3,Some,Some college,Classical,,,Relative,"Wildlife, animals"
USA,CT,2017,12,Female,17.0,Right-Handed,172,9,175,2.0,Car,17,.386,36.0,Basketball,1000.0,1000.0,1000.0,1000.0,500.0,500.0,26,Left foot,114,74,Ring finger,May,Summer,No,No,Pizza/Pasta,Water,English,7,9,6.0,Yes - broadband connection,Text messaging,50,50,5,5,10,7,5,4,7,10,5,8,0,8,A lot,Graduate degree,Rap/Hip hop,Freeze time,Healthy,Other,Health
USA,CA,2016,12,Female,16.0,Right-Handed,166,24,170,1.0,Car,6,0.353,52.0,Baseball/Softball,1000.0,1000.0,1000.0,567.0,253.0,487.0,24,Same length,75,75,Same length,November,Spring,No,No,Pizza/Pasta,Soft drink (caffeinated),Mathematics and statistics,9,9,4.0,Yes - other,In person,72,80,6,3,9,10,16,2,7,18,1,5,0,4,A lot,Graduate degree,,,,Relative,International aid
USA,CA,2018,6,Female,11.0,Right-Handed,152.4,25,158,1.0,Car,4,0.85,51.0,Basketball,1000.0,1000.0,1000.0,834.0,1000.0,1000.0,25,Same length,70,80,Ring finger,July,Spring,Yes,No,Desserts,Water,Computers and technology,7,10,4.0,Yes - broadband connection,In person,0,0,3,0,2,3,0,6,0,0,6,2,1,1,A lot,Some college,Other,Invisibility,Happy,Friend,Other
USA,CT,2012,12,Female,17.0,Right-Handed,171,26,163.2,1.0,Bus,30,0.326,30.0,Swimming,829.0,733.0,663.0,690.0,626.0,791.0,26,Same length,95,94,Index finger,September,Summer,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,5,9,3.0,Yes - broadband connection,Text messaging,50,48,20,2,3,10,1,0,7,3,7,3,0,1,Some,Graduate degree,Pop,Telepathy,Happy,Actor,Health
USA,CA,2015,12,Female,16.0,Right-Handed,153,23,157,1.0,Bus,20,0.433,36.0,Walking/Hiking,1000.0,950.0,1000.0,800.0,500.0,950.0,23.5,Left foot,7.5,7.4,Index finger,April,Fall,Yes,No,Seafood,Water,Geography,6,6,4.0,Yes - broadband connection,Text messaging,25,25,16,3,15,7,13,1,15,20,20,7,0,10,Some,Graduate degree,Rap/Hip hop,Fly,Happy,Relative,Environment
USA,CA,2015,12,Female,16.0,Left-Handed,163,25,158,1.0,Car,12,.817,62.0,Dancing,900.0,800.0,1000.0,800.0,500.0,500.0,25,Same length,83,84,Ring finger,May,Summer,Yes,No,Vegetables,Water,Mathematics and statistics,7,10,6.0,Yes - broadband connection,In person,30,30,8,.5,14,10,3,0,10,1,1,0,0,3,A lot,Undergraduate degree,Other,Telepathy,Happy,Friend,International aid
USA,CO,2014,11,Female,16.0,Right-Handed,172,24.5,70,1.0,Car,6,.33,42.0,Running/Jogging,900.0,900.0,850.0,850.0,400.0,800.0,24.5,Same length,93,92,Index finger,August,Winter,,Yes,Breads/Sandwiches,Water,Science,8.5,10,5.0,Yes - broadband connection,In person,35,40,7,1,20,7,15,0,2,2,4,6,0,4,Some,Graduate degree,Other,Freeze time,Healthy,Relative,Environment
USA,CA,2018,8,Male,13.0,Right-Handed,169,27,176,3.0,Car,20,0.454,57.0,Athletics,1000.0,1000.0,989.0,800.0,1000.0,1000.0,25.5,Left foot,,85,Index finger,March,Spring,No,No,Meat,Milk,Science,9,10,4.0,Yes - broadband connection,Text messaging,9,9,1,0,3,3,3,1,1,0,1,0,0,1,Very little,Graduate degree,Jazz,Freeze time,Rich,Relative,"Wildlife, animals"
USA,CT,2020,12,Male,17.0,Right-Handed,189.2,26,180.8,1.0,Car,11,0.418,33.0,Basketball,781.0,786.0,636.0,604.0,893.0,920.0,25,Right foot,80,90,Ring finger,March,Summer,No,No,Meat,Water,Mathematics and statistics,6,8,5.0,Yes - broadband connection,In person,140,160,15,3,10,3,1,10,7,5,4,5,6,2,Some,Some college,Rap/Hip hop,Fly,Happy,Business person,Health
USA,CA,2014,5,Male,10.0,Left-Handed,137,11,137,1.0,Car,20,856,66.0,Football (American),900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2016,12,Female,16.0,Right-Handed,178,24,178,2.0,Bus,50,.376,40.0,Walking/Hiking,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2022,8,Female,14.0,Right-Handed,155,22.5,,1.0,Car,10,,,Baseball/Softball,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2015,6,Male,11.0,Right-Handed,155,24,151,1.0,Car,20,3.4,40.0,Baseball/Softball,8.0,7.0,8.0,8.0,6.0,6.0,24,Same length,8,8,Same length,July,Winter,No,No,Seafood,Milk,Mathematics and statistics,8,14,3.0,Yes - broadband connection,Text messaging,5,9,13,1,2,25,15,14,0,1,13,15,100,0,Some,Graduate degree,Rock and roll,Fly,Rich,Business person,Health
USA,CO,2022,7,Female,12.0,Right-Handed,157.4,24,4.191,1.0,Bus,15,3.46,41.0,Running/Jogging,626.0,176.0,487.0,214.0,0.0,91.0,25,Left foot,76.2,80,Ring finger,August,Winter,No,No,No favorite,Milk,History,4,8,6.0,Yes - broadband connection,In person,0,0,5,0,0,0:20,12,20,0,0,25,0,0,0,A lot,Other,Techno/Electronic,Telepathy,Healthy,Other,Education/Youth development
USA,CA,2015,6,Male,11.0,Right-Handed,157,25,153,1.0,Car,10,0.363,51.0,Baseball/Softball,1000.0,1000.0,1000.0,1000.0,0.0,53.0,25,Same length,70,70,Same length,June,Summer,No,No,Fruit,Water,Mathematics and statistics,9,7,5.0,Yes - other,Telephone,0,0,30,0,2,2,9,3,0,0,3,6,0,2,Very little,Graduate degree,Gospel,Freeze time,Healthy,Religious figure,Religious
USA,CO,2021,11,Male,17.0,Left-Handed,168,24 cm,175,1.0,Bicycle,15,0.416,40.0,Other,781.0,743.0,904.0,856.0,668.0,759.0,26,Left foot,73,83,Ring finger,August,Winter,Yes,No,Meat,Water,English,7,8,5.0,Yes - broadband connection,Text messaging,15,38,8,1,5,8,2,10,4,5,40,30,0,3,A lot,Some college,Other,Freeze time,Happy,Relative,Environment
USA,CA,2016,11,Male,16.0,Right-Handed,180,30,195,2.0,Car,7,.355,45.0,Football (American),800.0,500.0,700.0,0.0,3.0,5000.0,30,Same length,80,33,Index finger,September,Summer,No,No,Seafood,Soft drink (caffeinated),History,8,9,8.0,Yes - other,In person,800,800,.5,.9,.4,.6,2,.3,5,6,5,1,10,0,A lot,Undergraduate degree,Rap/Hip hop,Super strength,Rich,,Health
USA,CA,2025,12,Male,18.0,Right-Handed,170,22,173,2.0,Walk,3,.279,41.0,Soccer,1000.0,802.0,930.0,545.0,545.0,545.0,22,Left foot,75,,Ring finger,December,Summer,No,No,No favorite,Water,,4,3,5.0,Yes - other,Text messaging,244,45,2,4,5,2,3,5,7,5,15,1,0,3,A lot,Graduate degree,Rap/Hip hop,Fly,Rich,Sports person,"Arts, culture, sports"
USA,CO,2018,12,Female,17.0,Right-Handed,160,20,56,2.0,Car,10,.331,64.0,Dancing,800.0,600.0,900.0,700.0,1000.0,1000.0,22,Left foot,70,60,Index finger,May,Winter,Yes,Yes,Pizza/Pasta,Water,English,5,12,2.0,Yes - broadband connection,Text messaging,150,200,4,1,8,1,0,0,5,6,1,6,0,2,A lot,Graduate degree,Punk rock,Invisibility,Happy,Musician or singer,"Arts, culture, sports"
USA,CA,2014,12,Male,17.0,Right-Handed,,,,,,,.67,,Other,,,,,,,,Left foot,,,,June,Fall,No,No,Meat,Water,History,6,8,3.0,Yes - other,Text messaging,11,112,6,,,,,,,,,,,,A lot,Graduate degree,Rap/Hip hop,Invisibility,Rich,Actor,Health
USA,CA,2015,12,Female,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2016,12,Female,17.0,Right-Handed,62,23,54,2.0,Car,45,.38,63.0,Dancing,800.0,900.0,900.0,800.0,900.0,900.0,23,Same length,58,55,Ring finger,October,Summer,No,No,Rice/Noodle dishes,Water,English,6,8,4.0,Yes - broadband connection,Text messaging,80,70,10,1,13,1,1,0,9,8,9,2,0,0,A lot,Graduate degree,Pop,Telepathy,Famous,Actor,Health
USA,CA,2016,12,Male,17.0,Right-Handed,170.1,26.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CT,2019,9,,14.0,Left-Handed,53,25,46,2.0,Bus,40,0.54,48.0,Lacrosse,497.0,27.0,925.0,235.0,80.0,920.0,22,Same length,70,65,Index finger,September,Summer,Yes,No,Desserts,Milk,Art,4,12,4.0,Yes - broadband connection,In person,40,40,30,30,10,10,5,30,10,20,20,5,18,4,A lot,Graduate degree,Other,Invisibility,Happy,Coach or club leader,"Wildlife, animals"
USA,CA,2011,6,Male,11.0,Right-Handed,158,25,150,2.0,Bus,30,.444,58.0,Basketball,995.0,1000.0,1000.0,,1000.0,1000.0,25,Same length,80,70,Index finger,May,Summer,No,No,Pizza/Pasta,Water,Physical education,9,12,4.0,Yes - broadband connection,In person,0,0,7,1,2,7,7,3,0,0,8,6,4,1,A lot,Graduate degree,Pop,Fly,Healthy,Relative,Health
USA,CO,2016,7,Female,12.0,Right-Handed,165,25.4,165,1.0,Walk,30,0.43,79.0,Dancing,289.0,11.0,684.0,0.0,1000.0,1000.0,25.4,Same length,50,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2020,12,Female,16.0,Right-Handed,5'4,23,5,2.0,Car,45,.617,40.0,Soccer,1000.0,1000.0,1000.0,1000.0,6.0,900.0,24,Left foot,,,Index finger,September,Summer,No,No,Pizza/Pasta,Water,Art,7,7,5.0,Yes - dial-up connection,Cell phone,0,10,4,4,12,23,9,0,6,0,6,6,7,7,A lot,Graduate degree,Rap/Hip hop,Invisibility,Healthy,Relative,Education/Youth development
USA,CO,2015,7,Female,13.0,Right-Handed,165,22,170,1.5,Bicycle,10,0.757,45.0,Other,900.0,600.0,800.0,900.0,200.0,500.0,22,Same length,90,80,Index finger,March,Summer,No,No,Rice/Noodle dishes,Milk,Music,8,10,3.0,Yes - broadband connection,Other,1,2,2,0,4,5,4,0,0,0.5,2,0,0,1,A lot,Graduate degree,Other,Telepathy,Happy,Other,International aid
USA,CA,2014,12,Female,17.0,Right-Handed,172.7,25,169,3.0,Car,15,.711,45.0,Swimming,50.0,100.0,200.0,200.0,1000.0,1000.0,26,Left foot,7.1,6.9,Index finger,February,Summer,No,No,Fruit,Water,Languages,4,6,4.0,Yes - broadband connection,In person,10,21,1,.5,15,15,4,0,3,2,20,2,20,10,A lot,Graduate degree,Punk rock,Invisibility,Happy,Musician or singer,"Arts, culture, sports"
USA,CA,2016,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Actor,
USA,CA,2014,12,Male,15.0,Right-Handed,178,29,178,1.0,Bus,25,.378,38.0,Tennis,1000.0,900.0,600.0,1000.0,1000.0,1000.0,28,Right foot,76,76,Same length,December,Summer,No,No,Meat,Water,Computers and technology,9,11,3.0,Yes - broadband connection,Text messaging,10,15,2,0,5,1,3,0,0,0,1,8,0,0,Very little,Graduate degree,Techno/Electronic,Telepathy,Happy,Other,Environment
USA,CO,2017,7,Male,13.0,Right-Handed,173,30,177,1.0,Car,10,0.848,36.0,Table Tennis,9950.0,5000.0,1000.0,999.0,1001.0,1111.0,31,Left foot,79,83,Index finger,October,Winter,No,No,Pizza/Pasta,Soft drink (caffeinated),Music,8,7,5.0,Yes - other,In person,100,125,9,.1,3,4,5,24,2,4,48,3,0,106,Very little,Other,Rock and roll,Freeze time,Happy,Relative,Environment
USA,CO,2015,9,Male,14.0,Right-Handed,176,27,178,1.0,Bus,5,0.746,54.0,Walking/Hiking,519.0,500.0,800.0,480.0,999.0,1000.0,26,Right foot,93,80,Index finger,May,Fall,Yes,No,Meat,Water,Computers and technology,7,6,3.0,Yes - other,Internet chat or instant messaging,25,20,5,1,10,1,2,90,30,1,96,15,0,0.4,Some,Graduate degree,Other,Freeze time,Healthy,Relative,Health
USA,CA,2015,6,Male,11.0,Right-Handed,140,9,52,2.0,Car,10,0.316,47.0,Skateboarding/Rollerblading,700.0,500.0,900.0,600.0,500.0,800.0,9,Same length,7,7,Ring finger,March,Winter,Yes,No,Pizza/Pasta,Water,Science,10,12,4.0,Yes - broadband connection,In person,3,7,3,0,0,12,8,2,0,0,3,2,0,1,Some,Graduate degree,Rock and roll,Freeze time,Happy,Friend,International aid
USA,CA,2016,12,Male,17.0,Right-Handed,174,25,181,3.0,Car,30,.384,54.0,Walking/Hiking,1000.0,626.0,444.0,278.0,198.0,193.0,26,Left foot,91,91,Same length,July,Spring,No,No,Meat,Water,History,7,8.5,3.0,Yes - other,In person,3,5,5,.5,10,6,0,8,10,.3,15,2,0,2,A lot,Undergraduate degree,Classical,Telepathy,Happy,Politician,Education/Youth development
USA,CA,2023,9,Male,14.0,Right-Handed,5'5,9,2'8,1.0,Walk,5,0.375,54.0,Martial Arts,513.0,524.0,513.0,1000.0,203.0,545.0,9,Same length,3,4,Same length,November,Winter,No,No,Seafood,,Other,8,10,5.0,Yes - other,Cell phone,5,5,10,1,2,3,5,3,1,1,1,1,3,1,Some,Graduate degree,Rap/Hip hop,Telepathy,Rich,Sports person,Health
USA,CT,2017,9,Male,38.0,Left-Handed,170.1,22,166,1.0,Walk,20,0.445,51.0,Walking/Hiking,1000.0,1000.0,1000.0,1000.0,0.0,1000.0,90,Left foot,9,9,Same length,,Spring,Yes,No,Meat,Water,English,6,4,1.0,Yes - other,"Myspace, Facebook, other social networking sites, or blog",25,20,0,3,0,0,0,6,24,24,24,3,1,3,Very little,Less than high school,Country,Super strength,Healthy,Religious figure,Health
USA,CA,2017,12,Female,16.0,Right-Handed,161,22,164,1.0,Car,30,.354,47.0,Baseball/Softball,86.0,87.0,355.0,123.0,988.0,1000.0,22,Right foot,7.4,7.5,Ring finger,November,Fall,No,No,Pizza/Pasta,Water,History,5,12,4.0,Yes - other,Text messaging,500,5500,20,4,15,20,10,0,50,55,60,6,18,10,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,CA,2015,6,Female,12.0,Right-Handed,155,9,62,2.0,Car,15,.38,27.0,Dancing,990.0,500.0,800.0,700.0,400.0,300.0,10,Left foot,70,60,Index finger,December,Winter,No,No,Pizza/Pasta,Water,Mathematics and statistics,9,10,5.0,Yes - broadband connection,In person,3,12,3,1,12,2,7,0,1,1,8,2,0,2,Some,Graduate degree,Pop,Freeze time,Happy,Politician,Health
USA,CA,2022,11,Female,17.0,Right-Handed,170.1,24,71,2.0,Car,10,0.309,33.0,Dancing,1000.0,1000.0,1000.0,1000.0,900.0,1000.0,24,Same length,90,90,Same length,April,Winter,No,No,Poultry,Coffee,Music,1am,3am,10.0,Yes - other,Text messaging,10+,10+,12,5,1,1,0,0,8,6,2,2,0,2,Some,Graduate degree,Rhythm and blues (R&B),Invisibility,Happy,Relative,International aid
USA,CA,2023,12,Female,18.0,Right-Handed,155,23,155,1.0,Car,8,.277,36.0,Dancing,647.0,235.0,433.0,861.0,1000.0,1000.0,23,Same length,76,70,Index finger,December,Fall,Yes,No,No favorite,Water,Music,5,9,4.0,Yes - broadband connection,Internet chat or instant messaging,40,30,3,.5,6,5,10,14,70,70,200,3,30,4,Some,Graduate degree,Rhythm and blues (R&B),Telepathy,Healthy,Musician or singer,International aid
USA,CA,2019,7,Male,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
